Word, Score
for,0.05137
the,0.01141
v,0.00449
implications,0.20614
bets,0.19962
stickiness,0.18935
remaining,0.18284
safe,0.16738
likely,0.1646
does,0.16119
scenarios,0.16119
questions,0.15258
ownership,0.15133
reduced,0.15011
mean,0.13152
chain,0.12912
what,0.1186
insurers,0.1099
under,0.10197
this,0.1012
alue,0.10031
key,0.09089
institutions,0.0792
customer,0.05981
financial,0.05953
with,0.0523
all,0.05132
for,0.02293
and,0.01439
c,0.00011
further,0.39055
self-insura,0.31685
fickle,0.29996
disaggregated,0.27107
become,0.25734
commoditised,0.21509
loyalty,0.19642
lines,0.19203
difficult,0.18901
creating,0.1819
increasingly,0.17513
relationship,0.16263
personal,0.15302
will,0.14944
products,0.1105
more,0.09588
customers,0.08928
customer,0.06978
ustomer,0.06962
and,0.03357
self-insure,0.27159
commoditising,0.23886
self-driving,0.23886
agents,0.21787
begin,0.19962
manufacturers,0.18138
economy,0.17733
forces,0.16836
sharing,0.16738
revenue,0.15592
reduced,0.15011
overall,0.14952
scale,0.12448
models,0.12063
industry,0.1191
gain,0.11811
car,0.10857
e.g,0.10181
insurance,0.09929
platforms,0.08713
will,0.06404
the,0.04074
nce,0.04029
for,0.02293
and,0.01439
benchmarking,0.27688
benchmark,0.25723
scan,0.24429
insurers,0.23671
competitors,0.23058
prices,0.2125
pricing,0.19533
important,0.17726
against,0.17359
visibility,0.17024
strategies,0.16363
multiple,0.15978
competitive,0.14782
via,0.13697
models,0.12991
gain,0.1272
into,0.12071
become,0.11877
ability,0.10325
more,0.0885
customers,0.08241
from,0.08081
will,0.06897
and,0.03099
disaggregate,0.23599
forward,0.21629
stickiness,0.21207
commoditised,0.20648
going,0.20158
digital,0.2011
loyalty,0.18856
entrants,0.17623
increasingly,0.16813
distribution,0.14933
create,0.13751
become,0.12352
insurers,0.12309
insurance,0.1112
how,0.10694
products,0.10608
platforms,0.09758
new,0.0901
will,0.07173
customer,0.06699
custo,0.06295
and,0.03223
the,0.01141
self-insuring,0.28164
commoditising,0.24771
cultivate,0.24771
agents,0.22594
erosion,0.20027
premium,0.18961
response,0.17782
forces,0.17459
supporting,0.1563
relationship,0.14456
play,0.13
role,0.12879
industry,0.12351
what,0.12299
ecosystem,0.12299
innovation,0.11912
insurers,0.11397
insurance,0.10297
base,0.1001
how,0.09902
can,0.07991
will,0.06642
mer,0.0506
the,0.04225
amidst,0.29996
reacting,0.28797
culture,0.27867
disaggregating,0.27867
proactively,0.26465
scenario,0.26106
mega,0.25909
risk-averse,0.25418
multi-line,0.24582
complexi,0.22305
instead,0.20543
consolidation,0.20265
forces,0.19642
policies,0.19308
order,0.16161
rise,0.16013
them,0.14356
regulatory,0.13149
insurers,0.12822
manage,0.10565
market,0.08155
the,0.02377
regimes,0.25597
regulatory,0.23377
mega,0.2303
insurers,0.22794
comply,0.22594
burden,0.21851
mono,0.21232
jurisdictions,0.20238
acquisition,0.20027
various,0.17069
emerge,0.16097
face,0.15567
multiple,0.15387
today,0.14944
capabilities,0.13788
challe,0.1346
across,0.12732
many,0.12377
increase,0.10963
may,0.10559
line,0.10066
their,0.07009
will,0.06642
with,0.05424
ty,0.03766
capabilities,0.28637
acquiring,0.23916
multi-line,0.22691
accurately,0.21763
expertise,0.1969
quickly,0.19097
effectively,0.18962
policies,0.17823
respond,0.16867
assess,0.16571
changes,0.15978
order,0.14918
nges,0.14319
what,0.12772
risks,0.12772
insurers,0.11835
sce,0.11835
develop,0.11257
need,0.10173
customers,0.08241
provide,0.08081
will,0.06897
and,0.04648
distribution,0.29866
relationship-driven,0.26752
closely,0.24401
potentially,0.19721
commercial,0.18435
lines,0.18435
shifting,0.18336
relationships,0.17964
niche,0.17089
build,0.15281
via,0.14245
partners,0.13481
focus,0.13121
nario,0.12463
insurers,0.12309
ability,0.10738
manage,0.10142
customers,0.08571
market,0.07829
with,0.05858
and,0.04834
h,0.00139
penetrate,0.26663
workforce,0.20957
insurance,0.20593
delivered,0.20463
remaining,0.18961
important,0.17069
commercial,0.17069
more,0.17045
again,0.16394
uman,0.16317
niche,0.15823
questions,0.15823
connected,0.1441
will,0.13283
markets,0.12849
impact,0.12819
become,0.11437
ever,0.10963
implications,0.10689
value,0.10418
how,0.09902
world,0.09165
and,0.01492
the,0.01056
increasing,0.26511
homes,0.26023
lifestyles,0.2293
cars,0.22358
presents,0.20648
opportunity,0.19454
levels,0.19085
devices,0.18435
connectivity,0.17964
context,0.17964
executive,0.17705
expand,0.17161
adoption,0.16618
connected,0.15563
summary,0.15373
innovation,0.12865
insurers,0.12309
providers,0.12057
insurance,0.1112
use,0.07951
for,0.02569
and,0.01611
the,0.01141
t,3e-05
telecommunication,0.28797
insurance,0.23167
elematics,0.22768
telematics,0.22768
expansion,0.2253
i.e,0.22305
integration,0.21331
devices,0.19203
processing,0.18531
connected,0.16212
personal,0.15302
channe,0.1495
create,0.14324
models,0.14073
through,0.11754
future,0.1172
information,0.1078
platforms,0.10165
will,0.07472
and,0.03357
the,0.02377
refine,0.21442
insurers,0.21222
closely,0.21036
continuously,0.19512
profiles,0.18459
devices,0.15892
more,0.1587
enabling,0.15122
accurate,0.15054
understand,0.14987
engage,0.14794
track,0.14794
better,0.14671
connected,0.13417
them,0.11881
allow,0.10377
individual,0.10061
risk,0.07969
can,0.0744
customers,0.07389
their,0.06525
und,0.06262
ls,0.06072
with,0.0505
and,0.02778
for,0.02214
interacting,0.25597
proactively,0.23525
frequently,0.20463
participating,0.20027
personalised,0.19826
risk,0.17119
more,0.17045
clients,0.16888
evolve,0.16097
erwriting,0.14596
manager,0.14234
also,0.1375
risks,0.12299
into,0.11624
insurers,0.11397
individual,0.10806
products,0.09823
manag,0.09067
can,0.07991
customers,0.07936
their,0.07009
with,0.05424
and,0.02984
for,0.02378
devices,0.35451
connected,0.29929
furthermore,0.25723
fuller,0.25723
individualised,0.24429
gathered,0.24429
identities,0.22356
lifestyles,0.22048
through,0.21701
leverage,0.17447
customers,0.16482
could,0.14693
gain,0.1272
view,0.12206
insurers,0.11835
data,0.086
their,0.07278
ement,0.07074
wo,0.05998
and,0.03099
the,0.01097
reap,0.23235
financially,0.22208
beneficial,0.20474
retailers,0.18935
enabled,0.18138
relevant,0.17487
offers,0.1704
devices,0.1646
connected,0.13896
benefits,0.13259
deliver,0.12814
must,0.12688
parties,0.12657
external,0.12566
models,0.12063
insurers,0.1099
implications,0.10307
business,0.10166
work,0.09409
key,0.09089
new,0.08045
customers,0.07652
cl,0.06284
rk,0.05404
with,0.0523
and,0.02878
the,0.01019
acceptable,0.2571
utilising,0.23886
boundaries,0.22208
osely,0.21411
casualty,0.2107
property,0.19732
levels,0.1704
health,0.16836
connectivity,0.16039
device,0.15735
define,0.15454
also,0.13259
must,0.12688
increasing,0.11835
providers,0.10765
model,0.10623
business,0.10166
insurance,0.09929
data,0.07986
service,0.07211
customer,0.05981
with,0.0523
and,0.04316
for,0.02293
the,0.01019
in,0.00135
been,0.30542
centuries,0.28164
refined,0.26663
priced,0.25597
predictions,0.21232
traditionally,0.20027
historical,0.19456
made,0.1881
still,0.18665
improvement,0.17782
health,0.17459
policies,0.17163
using,0.14321
exist,0.12509
opportunities,0.12429
based,0.1091
insurance,0.10297
has,0.10151
surance,0.10066
information,0.09582
have,0.08741
over,0.07999
but,0.07634
and,0.02984
the,0.01056
statistical,0.26663
priced,0.25597
quoting,0.24095
exploration,0.23525
renewal,0.22204
binding,0.21528
submission,0.20238
3rd,0.20027
class,0.17896
servicing,0.17671
health,0.17459
data,0.16564
best,0.16169
claims,0.1563
underwriting,0.14741
party,0.12909
models,0.12509
risks,0.12299
processes,0.11164
based,0.1091
insurance,0.10297
traditional,0.09333
cust,0.0582
are,0.05147
and,0.01492
the,0.01056
historical,0.37522
predictive,0.24683
submitted,0.23886
indicators,0.23235
clusters,0.22684
insurers,0.2198
statistics,0.20759
binding,0.20759
3rd,0.19311
created,0.18935
after,0.17733
against,0.16119
data,0.15972
including,0.15735
loss,0.13644
some,0.12751
party,0.12448
models,0.12063
based,0.1052
omers,0.07563
and,0.05755
custo,0.0562
accidents,0.23996
reflected,0.23996
triggered,0.23037
unless,0.22294
until,0.21172
renewal,0.19983
e.g,0.19005
losses,0.1751
address,0.17207
events,0.16106
servicing,0.15904
profile,0.15904
usage,0.1528
interact,0.14301
specific,0.14182
claims,0.14067
only,0.14067
underwr,0.12969
such,0.11728
change,0.10048
are,0.09265
not,0.08537
risk,0.07704
customers,0.07142
mers,0.06806
their,0.06308
and,0.01343
the,0.00951
improvement,0.38408
backward-looking,0.30418
passive,0.26023
renewal,0.2398
gradual,0.2398
despite,0.23599
interactions,0.22358
cycle,0.20826
during,0.20478
accurac,0.19204
next,0.18969
health,0.18856
limited,0.15662
iting,0.13845
opportunities,0.13424
model,0.11898
insurance,0.1112
traditional,0.1008
process,0.09106
the,0.04563
and,0.01611
claim-free,0.28164
models,0.25019
predicted,0.24771
indicators,0.24095
behavioural,0.21528
prediction,0.20957
profitable,0.20702
typically,0.19826
losses,0.19456
historical,0.19456
not,0.1897
pricing,0.1881
adjust,0.1881
real-time,0.17671
usage,0.16978
most,0.14549
using,0.14321
loss,0.14149
individual,0.10806
data,0.08282
customers,0.07936
are,0.05147
int,0.04176
and,0.01492
y,0.00427
renewal,0.42821
insurers,0.3297
predicted,0.23886
little,0.23886
until,0.22684
binding,0.20759
demonstrate,0.19732
react,0.19515
upon,0.19515
profiles,0.19118
stickiness,0.18935
limiting,0.18436
eract,0.15071
only,0.15071
visib,0.15011
them,0.12305
with,0.10461
develop,0.10453
value,0.10046
ability,0.09587
risk,0.08254
customers,0.07652
and,0.02878
promising,0.23916
proactive,0.22356
policy,0.21017
telematics,0.21017
throughout,0.20025
proposition,0.19382
levels,0.18351
offers,0.18351
health,0.18131
connectivity,0.17273
opportunities,0.12907
increasing,0.12746
into,0.12071
insurers,0.11835
management,0.11574
insurance,0.10693
term,0.09633
its,0.09427
ility,0.08967
risk,0.08889
customers,0.08241
but,0.07928
and,0.03099
the,0.01097
a,3e-05
telematics,0.40477
mid-2000s,0.28164
gps,0.28164
wireless,0.26663
communications,0.21851
introduced,0.21528
slow,0.19826
factors,0.1881
first,0.17069
usage,0.16978
leverage,0.16801
doption,0.15214
collect,0.14892
due,0.13566
number,0.13289
enable,0.12761
what,0.12299
insurers,0.11397
technology,0.11318
auto,0.10448
insurance,0.10297
products,0.09823
the,0.02113
and,0.01492
an,0.00228
near-real,0.24824
charge,0.19274
vehicles,0.19274
premiums,0.19052
time,0.18955
behaviours,0.18459
fixed,0.18459
typical,0.18114
prem,0.17513
instead,0.17001
usage,0.15807
driving,0.15807
leveraging,0.15643
data,0.15421
behaviour,0.14987
customers,0.14777
their,0.1305
such,0.12132
current,0.1138
real,0.11243
insurers,0.10611
based,0.10158
and,0.01389
the,0.00983
d,0.00013
bag,0.26663
acceleration,0.25597
correlation,0.24771
deployment,0.24095
explora,0.2303
evolved,0.21528
behavioural,0.21528
vehicles,0.20702
measure,0.20463
telematics,0.20238
variety,0.20238
iums,0.19636
given,0.19456
factors,0.1881
devices,0.17069
usage,0.16978
strong,0.16801
air,0.16472
rapid,0.16317
today,0.14944
additional,0.13865
between,0.12403
risks,0.12299
have,0.08741
from,0.07782
and,0.01492
the,0.01056
telematics,0.45536
pricing,0.42322
behaviour-based,0.31685
inhibiting,0.28797
quoting,0.27107
renewal,0.24979
binding,0.24219
submission,0.22768
3rd,0.2253
near,0.21509
factors,0.21161
accuracy,0.20265
servicing,0.1988
real-time,0.1988
claims,0.17583
adoption,0.1731
underwriting,0.16584
benefits,0.15469
party,0.14522
data,0.09317
tion,0.01089
in,0.00158
segmentation,0.27688
empirical,0.25723
safer,0.25723
incentivise,0.25022
combined,0.22048
predictions,0.22048
telematics,0.21017
historical,0.20204
near,0.19854
real-time,0.18351
accurate,0.16791
behav,0.16643
claims,0.16231
used,0.14607
lower,0.14201
models,0.12991
become,0.11877
surers,0.11794
based,0.1133
individual,0.11222
products,0.102
risk,0.08889
more,0.0885
data,0.086
with,0.05633
and,0.01549
accumulates,0.27159
personalisation,0.22208
behavioural,0.20759
linked,0.20209
premiums,0.19732
iours,0.19118
behaviours,0.19118
losses,0.18761
premium,0.18284
becomes,0.16643
usage,0.16371
claims,0.15071
overall,0.14952
among,0.14564
directly,0.13684
reduce,0.11985
insurers,0.1099
insurance,0.09929
data,0.07986
customers,0.07652
are,0.04964
the,0.03056
and,0.02878
for,0.02293
i,3e-05
installation,0.29996
moment,0.24582
truth,0.23577
premiums,0.23021
tracking,0.22768
personalised,0.22305
stickiness,0.22091
creates,0.21331
resulting,0.21161
selection,0.20689
physical,0.19203
devices,0.19203
device,0.18357
ncreasingly,0.17377
additional,0.15599
lower,0.15385
each,0.14073
customer,0.13957
insurers,0.12822
customers,0.08928
for,0.05351
and,0.01679
telematics-based,0.30418
deterring,0.30418
predominantly,0.28796
delays,0.27645
customers,0.25712
abandon,0.24872
low-risk,0.22634
telematics,0.21857
high-risk,0.21857
economics,0.21857
when,0.17876
contracts,0.17876
only,0.1688
adoption,0.16618
insurers,0.12309
opt,0.12119
sign,0.11977
may,0.11403
insurance,0.1112
out,0.10552
ga,0.07382
for,0.02569
and,0.01611
incentives,0.40477
usually,0.26663
utilisation,0.25597
thering,0.23525
delayed,0.23525
analytical,0.22594
discounts,0.22594
often,0.16978
sufficient,0.16801
connectivity,0.16633
data,0.16564
power,0.14944
serve,0.14549
personal,0.13602
due,0.13566
costs,0.13495
adopt,0.13031
share,0.12403
insurance,0.10297
not,0.09485
customers,0.07936
and,0.04476
for,0.02378
homes,0.25022
behind,0.23058
lifestyles,0.22048
emergen,0.21763
cars,0.21498
drivers,0.21498
telematics,0.21017
opportunity,0.18706
levels,0.18351
devices,0.17726
connectivity,0.17273
expand,0.16501
present,0.15412
emerging,0.15157
connected,0.14965
across,0.13222
models,0.12991
increasing,0.12746
improve,0.11633
insurance,0.10693
platforms,0.09383
and,0.04648
the,0.02194
connected,0.5075
internet-of-things,0.313
sensors,0.26065
cars,0.24302
cheaper,0.24022
communication,0.22839
protocols,0.22637
smarter,0.21588
advanced,0.21436
analytics,0.21146
devices,0.20038
creating,0.18981
innovations,0.17134
opportunities,0.14591
model,0.12933
potential,0.12665
insurance,0.12087
for,0.02792
ce,0.01552
the,0.0124
c,0.00013
connected,0.26833
installed,0.23832
transmit,0.23832
homes,0.22434
communicate,0.21036
internet,0.20344
lifestyles,0.19768
cars,0.19274
every,0.19052
run,0.17953
gather,0.17953
vehicle,0.17953
apps,0.17513
prevent,0.17247
operating,0.16884
onnected,0.13417
other,0.10783
systems,0.09921
information,0.08921
can,0.0744
acc,0.06773
part,0.06435
with,0.0505
are,0.04792
and,0.02778
the,0.01967
temperature,0.28164
triaging,0.28164
smoke,0.26663
accordingly,0.24771
prevention,0.24095
idents,0.2303
modify,0.2303
adequate,0.22594
metrics,0.21232
e.g,0.21117
automatically,0.20957
learning,0.20238
factors,0.1881
identify,0.17896
environment,0.16317
communi,0.15958
monitor,0.15271
take,0.12274
based,0.1091
actions,0.1091
key,0.09426
risk,0.0856
and,0.02984
for,0.02378
the,0.01056
quantified,0.29248
quantify,0.25723
surrounding,0.25022
wearable,0.24429
recommendations,0.23916
environments,0.23058
daily,0.21763
adapt,0.20204
patterns,0.20025
trends,0.1969
identify,0.18584
devices,0.17726
environment,0.16945
track,0.16501
monitor,0.15858
activities,0.14439
cate,0.11753
based,0.1133
through,0.1085
manage,0.09752
data,0.086
with,0.05633
and,0.03099
me,0.01414
the,0.01097
vitals,0.28796
coordination,0.28796
utilisation,0.27645
illness,0.26752
gathering,0.26023
asure,0.21857
interoperability,0.21012
relevant,0.19585
analyse,0.1779
device,0.17623
track,0.17161
specific,0.17018
among,0.16312
facilitate,0.15763
connected,0.15563
conditions,0.1506
improve,0.12098
management,0.12037
increase,0.1184
data,0.08944
and,0.06446
for,0.02569
easily,0.37168
data-based,0.29248
utilization,0.26582
gathered,0.24429
easier,0.22691
standardised,0.20392
communication,0.20204
apps,0.19533
advantages,0.18832
provided,0.18584
real-time,0.18351
shared,0.17631
connectivity,0.17273
data,0.17201
can,0.16597
via,0.13697
through,0.1085
key,0.09788
platforms,0.09383
services,0.08793
platform,0.08274
and,0.01549
s,2e-05
mix-and-match,0.26222
data,0.23132
properties,0.23062
install,0.21902
gathered,0.21902
timely,0.21902
analysed,0.21036
tap,0.19768
vehicles,0.19274
i.e,0.18459
insights,0.18282
relevant,0.16884
real-time,0.16452
from,0.1449
multiple,0.14326
individuals,0.13173
users,0.11357
opt,0.10447
information,0.08921
provide,0.07245
and,0.05557
are,0.04792
s,2e-05
create,0.27502
analysed,0.24401
combined,0.2293
insurance,0.22241
proliferation,0.21629
comprehensive,0.20826
understanding,0.20315
levels,0.19085
connectivity,0.17964
accurate,0.17463
channels,0.16371
connected,0.15563
sources,0.13974
models,0.1351
increasing,0.13256
users,0.13174
more,0.09204
can,0.08631
will,0.07173
and,0.03223
for,0.02569
an,0.00247
measurability,0.29248
personalisation,0.23916
closely,0.23463
accuracy,0.18706
health,0.18131
characteristics,0.17631
understand,0.16717
engage,0.16501
better,0.16363
connected,0.14965
increased,0.13631
insurers,0.11835
model,0.11441
business,0.10948
future,0.10818
insurance,0.10693
key,0.09788
more,0.0885
customers,0.08241
their,0.07278
av,0.06979
with,0.05633
and,0.03099
the,0.01097
d,0.00014
understanding,0.39067
pricing,0.39067
risks,0.25545
individualised,0.24429
refine,0.23916
ailability,0.22356
cluster,0.21763
better,0.16363
approach,0.15685
personal,0.14125
each,0.12991
insurers,0.11835
allow,0.11574
based,0.1133
individual,0.11222
data,0.086
customers,0.08241
from,0.08081
their,0.07278
will,0.06897
with,0.05633
ac,0.02316
the,0.01097
cross-subsidisation,0.24095
customers,0.23808
appropriate,0.20957
premiums,0.20463
i.e,0.19826
behaviours,0.19826
measur,0.19456
curacy,0.17896
more,0.17045
usage,0.16978
transparency,0.15506
among,0.15104
will,0.13283
risks,0.12299
less,0.12028
become,0.11437
insurers,0.11397
improve,0.11202
pay,0.08387
their,0.07009
and,0.02984
for,0.02378
data-rich,0.28164
circumstances,0.24771
surrounding,0.24095
insurers,0.22794
will,0.19925
engagement,0.19283
greater,0.17459
fraud,0.17069
custodian,0.16716
visibility,0.16394
decrease,0.16394
claims,0.1563
critical,0.13356
opportunities,0.12429
gain,0.12249
into,0.11624
become,0.11437
able,0.07975
customer,0.06203
for,0.02378
the,0.02113
and,0.01492
d,0.00014
vehicle,0.3471
static,0.21172
behavioural,0.19375
owned,0.19109
e.g,0.19005
above,0.18024
access,0.18019
movement,0.17673
historical,0.1751
beyond,0.15533
available,0.15362
data,0.14907
type,0.14754
today,0.1345
additional,0.12479
chann,0.1193
gain,0.11024
insurers,0.10257
they,0.10099
ata,0.0728
able,0.07178
customers,0.07142
their,0.06308
will,0.05978
and,0.02686
content,0.19274
communication,0.18114
enabled,0.17513
relevant,0.16884
generate,0.16069
data,0.15421
engage,0.14794
customers,0.14777
connected,0.13417
their,0.1305
additional,0.12909
mobile,0.12564
other,0.10783
insurers,0.10611
based,0.10158
with,0.101
through,0.09728
els,0.09685
platforms,0.08412
more,0.07935
are,0.04792
and,0.04167
for,0.02214
levels,0.35342
connectivity,0.33266
increasing,0.24548
value,0.20835
insurance,0.20593
delivered,0.20463
how,0.19804
devices,0.17069
evolve,0.16097
channels,0.15159
companies,0.14596
connected,0.1441
will,0.13283
impact,0.12819
platforms,0.09036
from,0.07782
the,0.02113
and,0.01492
d,0.00014
insured,0.27107
personalisation,0.25909
insurance,0.23167
elivered,0.22768
premium,0.21331
proposition,0.20998
real-time,0.1988
profile,0.1988
policies,0.19308
broker,0.191
active,0.1803
adj,0.16754
connected,0.16212
personal,0.15302
risks,0.13837
insurers,0.12822
providers,0.1256
management,0.12539
potential,0.12138
value,0.1172
risk,0.0963
data,0.09317
the,0.01188
renewal,0.64232
binding,0.62278
submission,0.58546
3rd,0.57934
servicing,0.5112
claims,0.45214
party,0.24895
ustments,0.23886
data,0.15972
advice,0.1596
processes,0.10765
risk,0.08254
new,0.08045
p,0.00076
data,0.31944
empirical,0.23886
refine,0.22208
processes,0.21531
continuously,0.20209
profiles,0.19118
retailers,0.18935
analytics,0.1737
offers,0.1704
devices,0.1646
new,0.1609
track,0.15322
connected,0.13896
parties,0.12657
external,0.12566
arty,0.1239
insurers,0.1099
allow,0.10747
individual,0.1042
risk,0.08254
with,0.0523
and,0.01439
en,0.00456
connected,0.31127
furthermore,0.26752
personalise,0.20826
protection,0.19721
coverage,0.18969
purchase,0.18747
consumers,0.18536
policies,0.18536
devices,0.18435
accurate,0.17463
abling,0.17309
better,0.17018
underwriting,0.1592
event,0.15763
channel,0.14425
enable,0.13782
risks,0.13283
based,0.11783
individual,0.11671
more,0.09204
their,0.07569
for,0.05137
de,0.01549
consultation,0.28164
bilateral,0.26663
proactively,0.23525
gathered,0.23525
frequently,0.20463
managing,0.1839
involved,0.18013
health,0.17459
interact,0.1589
customers,0.15872
get,0.14841
their,0.14017
channel,0.13356
create,0.12732
risks,0.12299
insurers,0.11397
based,0.1091
e.g,0.10559
through,0.10448
more,0.08523
data,0.08282
vices,0.08097
with,0.05424
for,0.02378
and,0.01492
wearables,0.27688
insurers,0.23671
concierge,0.23058
behavioural,0.22356
actively,0.21763
developing,0.20797
ongoing,0.20392
losses,0.20204
gather,0.20025
functions,0.18351
devices,0.17726
client,0.1604
connected,0.14965
additional,0.14399
lower,0.14201
deliver,0.138
allow,0.11574
value,0.10818
manage,0.09752
risk,0.08889
can,0.08299
customers,0.08241
their,0.07278
and,0.01549
d,0.00014
fuller,0.23886
retailers,0.18935
lifestyle,0.18436
working,0.17863
relevant,0.17487
knowledge,0.15388
customers,0.15305
their,0.13517
deliver,0.12814
parties,0.12657
increased,0.12657
external,0.12566
gain,0.11811
view,0.11334
other,0.11168
insurers,0.1099
identity,0.08682
ata,0.078
from,0.07504
use,0.07099
customer,0.05981
financia,0.0593
with,0.0523
and,0.02878
the,0.01019
beneficial,0.21232
discussed,0.20957
above,0.20027
generated,0.19636
illustrate,0.19283
topic,0.19119
outcomes,0.18135
particularly,0.17896
response,0.17782
offers,0.17671
scenarios,0.16716
following,0.15159
innovations,0.14596
question,0.14549
mean,0.13639
they,0.11221
potential,0.10789
e.g,0.10559
this,0.10495
information,0.09582
not,0.09485
key,0.09426
lly,0.09414
are,0.05147
the,0.03169
illustrations,0.20344
predictions,0.19768
future,0.19398
aspects,0.18459
meant,0.17953
scenarios,0.15563
cases,0.15563
represent,0.15054
particular,0.14922
landscape,0.14857
complete,0.14165
competitive,0.13252
some,0.12311
many,0.11523
view,0.10943
scenario,0.10803
these,0.10061
potential,0.10045
are,0.09585
not,0.08831
market,0.06749
all,0.04955
and,0.02778
the,0.01967
t,3e-05
quoting,0.26023
exploration,0.25407
personalisation,0.24872
realised,0.23251
binding,0.23251
insurance,0.22241
submission,0.21857
3rd,0.21629
levels,0.19085
policies,0.18536
same,0.18336
connectivity,0.17964
underwriting,0.1592
could,0.15281
party,0.13941
increasing,0.13256
real,0.13042
scenario,0.12531
processes,0.12057
time,0.10994
new,0.0901
data,0.08944
the,0.01141
s,2e-05
wristbands,0.29248
thermometers,0.29248
adjustments,0.26582
wider,0.25022
wearable,0.24429
renewal,0.23058
sensors,0.23058
e.g,0.21929
premium,0.1969
home,0.1969
smarter,0.19097
profile,0.18351
servicing,0.18351
narrative,0.18351
devices,0.17726
aggregation,0.16945
well,0.16571
claims,0.16231
adoption,0.15978
development,0.14358
smart,0.12394
time,0.10571
risk,0.08889
and,0.01549
the,0.01097
automotive,0.26222
usage-based,0.24824
customised,0.23832
space,0.20672
premiums,0.19052
profiles,0.18459
home,0.17653
health,0.16255
policies,0.15979
usage,0.15807
allows,0.15486
expand,0.14794
offerings,0.14732
adoptio,0.14218
result,0.12499
insurers,0.10611
platforms,0.08412
risk,0.07969
more,0.07935
pay,0.07808
customers,0.07389
that,0.06665
their,0.06525
are,0.04792
the,0.0295
and,0.02778
app-based,0.28164
sensors,0.22204
telematics,0.20238
standardised,0.19636
apps,0.1881
enables,0.18135
easily,0.17896
coverage,0.17564
purchase,0.17358
can,0.15983
customers,0.15872
offerings,0.15823
improved,0.1505
additional,0.13865
create,0.12732
insurers,0.11397
sign,0.1109
these,0.10806
through,0.10448
platforms,0.09036
that,0.07158
for,0.04757
and,0.01492
n,2e-05
empirical,0.26752
individualised,0.25407
refine,0.24872
granular,0.22634
continuously,0.22634
events,0.19327
real-time,0.19085
devices,0.18435
analyse,0.1779
enabling,0.17542
understand,0.17385
track,0.17161
specific,0.17018
connected,0.15563
summary,0.15373
stream,0.15017
impact,0.13845
create,0.13751
insurers,0.12309
individual,0.11671
risk,0.09244
more,0.09204
data,0.08944
pr,0.02186
and,0.01611
usage-based-insurance,0.29248
adoptable,0.29248
organisational,0.25022
elimination,0.25022
readily,0.23463
telematics,0.21017
ofiles,0.20392
physical,0.17726
devices,0.17726
accurate,0.16791
underwriting,0.15308
risks,0.12772
become,0.11877
individual,0.11222
deve,0.11222
through,0.1085
need,0.10173
more,0.0885
for,0.0494
and,0.04648
the,0.03291
event-based,0.31685
mobile,0.30363
standardised,0.22091
personalise,0.21694
creates,0.21331
protection,0.20543
coverage,0.19759
purchase,0.19528
consumers,0.19308
policies,0.19308
connectivity,0.18712
leading,0.18357
better,0.17727
studies,0.16367
lopment,0.15427
channel,0.15026
via,0.14839
increased,0.14766
case,0.13101
platforms,0.10165
their,0.07885
for,0.05351
apps,0.3762
automakers,0.28164
installed,0.25597
enable,0.25522
gathering,0.24095
granular,0.20957
vehicles,0.20702
standardised,0.19636
platforms,0.18071
real-time,0.17671
drivin,0.16888
creating,0.16169
can,0.15983
that,0.14317
development,0.13827
across,0.12732
many,0.12377
different,0.11732
these,0.10806
from,0.07782
are,0.05147
the,0.01056
track,0.26814
portable,0.23764
vitals,0.22497
wearable,0.19849
begun,0.19849
gaining,0.19063
makers,0.18164
lifestyle,0.16131
popularity,0.16131
health,0.14731
devices,0.14402
developed,0.14402
data,0.13976
device,0.13768
being,0.13083
also,0.11602
mobile,0.11386
number,0.11213
solutions,0.10335
users,0.10292
intr,0.09341
are,0.08686
key,0.07953
have,0.07375
can,0.06743
that,0.0604
and,0.02518
g,0.00142
devices,0.32919
alarms,0.27159
thermostats,0.27159
fire,0.2571
households,0.2571
gaining,0.21787
sensors,0.21411
popularity,0.18436
oduce,0.18138
smarter,0.17733
platforms,0.17426
aggregate,0.1646
aggregation,0.15735
emerging,0.14074
control,0.13047
connect,0.10623
these,0.1042
e.g,0.10181
are,0.09927
data,0.07986
from,0.07504
and,0.04316
es,0.00402
personalisation,0.25909
sensors,0.24979
insurance,0.23167
levels,0.1988
policies,0.19308
devices,0.19203
necessary,0.191
connectivity,0.18712
those,0.1862
connection,0.17952
among,0.16992
tablish,0.1642
conditions,0.15687
central,0.14913
increasing,0.13808
scenario,0.13053
scenar,0.13053
management,0.12539
provide,0.08755
and,0.03357
for,0.02676
the,0.01188
constantly,0.29079
widespread,0.27616
analytical,0.26523
streams,0.25272
collaboration,0.23509
update,0.23274
on…,0.21008
real-time,0.20744
sophisticated,0.20377
devices,0.20038
adoption,0.18063
underwriting,0.17305
connected,0.16917
capabilities,0.16186
personal,0.15968
betwee,0.14499
risks,0.14438
scenario,0.13621
implications,0.12547
data,0.09722
use,0.08642
the,0.0124
io,0.00814
manufactures,0.33063
telecommunications,0.313
customised,0.30049
operators,0.27616
insurance,0.24175
willing,0.23274
premiu,0.22081
device,0.19155
customers,0.18632
companies,0.17134
additional,0.16277
personal,0.15968
share,0.1456
regulators,0.14438
incumbents,0.14205
insurers,0.13379
more,0.10005
data,0.09722
with,0.06367
and,0.01752
